"ID","SCORE","RANK"
100093066,0.0612753033638,8421
100313000,0.149258255958557,3453
100330875,0.0672954320907593,7900
100346385,0.0663363933563232,8000
100443164,0.131434440612793,4144
100665488,0.104036569595337,5460
100715275,0.16232043504715,3030
100934653,0.0374148488044739,10860
101261740,0.135708272457123,3985
101289399,0.0370553135871887,10888
101322268,0.0662370324134827,8008
101481847,0.151617884635925,3366
101510035,0.141337931156158,3786
101560417,0.0955076813697815,5940
101606088,0.0376268029212952,10837
101613482,0.0440602898597717,10078
101632869,0.0146318078041077,12202
101700904,0.0776196122169495,7104
101777929,0.0503865480422974,9413
101843330,0.165159404277802,2936
101904094,0.0609718561172485,8456
102248065,0.0630233883857727,8265
102320387,0.0598312020301819,8560
102406404,0.148111939430237,3509
102457778,0.0367995500564575,10916
102728454,0.302623212337494,765
102745076,0.251201689243317,1268
103080043,0.17192816734314,2731
103095050,0.167200207710266,2874
103154040,0.0943679213523865,5997
103221498,0.159619390964508,3112
103311970,0.101380348205566,5610
103575822,0.061365008354187,8416
103583429,0.0494425296783447,9533
103630217,0.0817959904670715,6808
103647495,0.155956089496613,3229
103653343,0.104934811592102,5423
103711964,0.116897881031036,4801
103785908,0.124715805053711,4455
103814787,0.0240151882171631,11966
103999673,0.160854339599609,3082
104076560,0.0244163274765015,11944
104099043,0.0953503847122192,5948
104172598,0.0637505054473877,8196
104210458,0.0944406986236572,5991
104241098,0.251498460769653,1267
104250888,0.0500882267951965,9447
104263840,0.0399596691131592,10542
104274086,0.0355070233345032,11039
104313283,0.0411604642868042,10422
104526629,0.0160384178161621,12185
104717568,0.489514410495758,116
104722504,0.103376924991608,5499
104727666,0.245779693126678,1342
104793076,0.308485090732574,729
104833127,0.200424253940582,2063
104941800,0.0569416284561157,8808
104950346,0.0309081673622131,11494
105063188,0.0935559868812561,6044
105172820,0.136071562767029,3967
105189533,0.0859920382499695,6505
105261240,0.339085221290588,552
105295743,0.213867604732513,1822
105421958,0.0600146055221558,8541
105422057,0.0825146436691284,6746
105431331,0.0367498993873596,10924
105456098,0.0549742579460144,8985
105654202,0.0964893102645874,5884
105695617,0.029238224029541,11619
105722688,0.0537871122360229,9098
105745614,0.137381196022034,3927
105793097,0.112972438335419,4991
105828696,0.317531704902649,684
105905967,0.0752542614936829,7279
105909150,0.124199688434601,4471
106130904,0.172278523445129,2713
106192406,0.263183176517487,1131
106247962,0.035585880279541,11031
106267604,0.287232041358948,901
106442457,0.216746687889099,1768
106506088,0.0855698585510254,6529
106623174,0.0273295044898987,11767
106627571,0.0996924042701721,5703
106761315,0.0647888779640198,8106
106859694,0.203407764434814,2005
106883652,0.0321803092956543,11366
106979625,0.0993907451629639,5715
106990262,0.201702296733856,2037
107013182,0.0563823580741882,8855
107101461,0.0604210495948792,8498
107200075,0.186914086341858,2356
107333156,0.0525837540626526,9216
107495445,0.0662688612937927,8007
107595849,0.250138759613037,1282
107645870,0.161382138729095,3070
107652186,0.0273512601852417,11766
108001538,0.0517169237136841,9296
108238798,0.0437454581260681,10119
108271987,0.0433638095855713,10165
108294436,0.0911086797714233,6205
108449609,0.113161385059357,4974
108640788,0.0936080813407898,6038
108660300,0.0540973544120789,9066
108661622,0.0226079225540161,12036
108676621,0.288112342357635,891
108709980,0.105647206306458,5381
108725704,0.102660953998566,5540
108871809,0.0696418285369873,7691
108984029,0.0692246556282043,7730
109038593,0.0952816605567932,5952
109074813,0.103920996189117,5467
109128138,0.187602400779724,2342
109210457,0.176276028156281,2603
109249641,0.0956534743309021,5931
109260008,0.343712687492371,533
109270030,0.101482391357422,5605
109319866,0.0911410450935364,6202
109333922,0.0969715118408203,5855
109445366,0.127475023269653,4342
109621414,0.0440868735313416,10076
