"ID","SCORE","RANK"
100093066,0.196344394813044,9663
100313000,0.5057014966439,2954
100330875,0.325497435482569,6351
100346385,0.188527111518196,9936
100443164,0.485629405344495,3453
100665488,0.188110113289033,9953
100715275,0.632343541587622,452
100934653,0.175732514825076,10412
101261740,0.4548161481319,4153
101289399,0.157963674682862,11076
101322268,0.260688296407745,7779
101481847,0.460069930065757,4053
101510035,0.463915820203117,3982
101560417,0.23726645078585,8398
101606088,0.117880613252811,12108
101613482,0.445826661506326,4324
101632869,0.170660241967428,10611
101700904,0.249391732174736,8062
101777929,0.172604600011072,10519
101843330,0.290640493450872,7090
101904094,0.208938568875749,9238
102248065,0.21757368863763,8960
102320387,0.130811939994786,11886
102406404,0.344432809241004,5966
102457778,0.257118151418827,7852
102728454,0.534052859259111,2162
102745076,0.518743822372792,2566
103080043,0.570835677926133,1493
103095050,0.40852483462692,4952
103154040,0.271856324947417,7509
103221498,0.406316297243792,4986
103311970,0.512894068886964,2748
103575822,0.254477019340543,7923
103583429,0.252290835469333,7982
103630217,0.421275112039459,4744
103647495,0.407753269214573,4966
103653343,0.303663220092289,6784
103711964,0.630545294981121,486
103785908,0.419720447617044,4766
103814787,0.252095966005359,7991
103999673,0.491020723919409,3323
104076560,0.142059949124422,11616
104099043,0.281433964485931,7289
104172598,0.287841358613504,7133
104210458,0.353613571804027,5821
104241098,0.603603548909685,925
104250888,0.195243810105864,9701
104263840,0.256666872563698,7867
104274086,0.315340265377885,6563
104313283,0.137299513492478,11743
104526629,0.171726091487396,10563
104717568,0.579999010479884,1341
104722504,0.445741498344456,4326
104727666,0.607421791182002,873
104793076,0.631285347098416,473
104833127,0.561688898927416,1635
104941800,0.135357636285801,11800
104950346,0.160838365478897,10975
105063188,0.333213195492771,6188
105172820,0.512351077853826,2764
105189533,0.335037290545079,6150
105261240,0.61368421185597,762
105295743,0.517933181737269,2592
105421958,0.510061524021392,2822
105422057,0.309238141365175,6684
105431331,0.160624047931671,10978
105456098,0.165551625415808,10798
105654202,0.439980219846917,4431
105695617,0.247604594963872,8118
105722688,0.1631492537346,10885
105745614,0.150786891542527,11309
105793097,0.324936496652981,6362
105828696,0.346053397402291,5945
105905967,0.384323226235298,5316
105909150,0.478534452564454,3632
106130904,0.464896501189097,3956
106192406,0.438646906049764,4459
106247962,0.188562494843125,9934
106267604,0.526942138758715,2358
106442457,0.611327808972936,802
106506088,0.181277643841246,10220
106623174,0.144754710211059,11531
106627571,0.400971973327764,5065
106761315,0.361559826734831,5688
106859694,0.364748714448621,5629
106883652,0.186744961737909,10014
106979625,0.612081124011166,786
106990262,0.455243998768474,4145
107013182,0.375080578450854,5448
107101461,0.481282663447573,3559
107200075,0.447821309608885,4278
107333156,0.274438619543323,7449
107495445,0.215973700094376,9005
107595849,0.518689468244682,2569
107645870,0.374459064070077,5460
107652186,0.342954194409668,5987
108001538,0.468190837113013,3876
108238798,0.40436552254073,5017
108271987,0.356879279760424,5761
108294436,0.215419401107189,9021
108449609,0.311208982471047,6645
108640788,0.33158458468652,6218
108660300,0.295157222923412,6971
108661622,0.171283884499662,10587
108676621,0.480856345679369,3566
108709980,0.307581448803732,6717
108725704,0.263916770593934,7695
108871809,0.369628070531219,5549
108984029,0.401889397013125,5048
109038593,0.238050223459457,8367
109074813,0.285266789472166,7194
109128138,0.508287315003764,2886
109210457,0.235526023584734,8445
109249641,0.395245839102606,5144
109260008,0.497661810867055,3147
109270030,0.358582485285572,5734
109319866,0.279518336160499,7331
109333922,0.281921920595149,7275
109445366,0.570632045613352,1499
109621414,0.210383744819439,9189
109773116,0.319480277838438,6473
109818882,0.651393682526135,222
109948733,0.24704075941633,8125
109998927,0.299353907083169,6880
110221105,0.143750552896635,11569
110258484,0.531354656769049,2232
110418359,0.656111527732137,189
110489508,0.520723326814258,2502
110493374,0.306909620523409,6729
110540943,0.616183074166966,726
110570792,0.197011326938316,9643
110664334,0.597709331680442,1011
110679784,0.453666976811808,4169
110724562,0.413013615139323,4879
110741403,0.620284274984888,672
110853273,0.188916395251212,9917
110888383,0.390976474626579,5205
110913434,0.345517507555593,5955
110919594,0.349334636426996,5886
111032214,0.293703212162257,7009
111137681,0.360583722947339,5703
111290409,0.319765230457834,6459
111351758,0.414475929885686,4857
111406615,0.475270792403597,3697
111445806,0.381713210864851,5357
111467843,0.410840168791781,4915
111540821,0.290884151605457,7087
111711967,0.202310494799065,9448
111777778,0.185592592939971,10057
